Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.550071	DL DCI Rxed	55	0	0	4	1	2	14	2
0.551071	DL DCI Rxed	55	1	0	2	1	0	13	2
0.551071	DL DCI Rxed	55	1	0	4	1	2	13	2
0.551929	HARQ FD Txed	55	1	0	4	1	2	15	2
0.551929	HARQ FD Txed	55	1	0	2	1	0	15	2
0.552929	HARQ FD Txed	55	2	0	2	1	0	14	2
0.552929	HARQ FD Txed	55	2	0	4	1	2	14	2
0.553929	HARQ FD Txed	55	3	0	4	1	2	13	2
0.553929	HARQ FD Txed	55	3	0	2	1	0	13	2
0.554071	DL DCI Rxed	55	4	0	2	1	0	15	2
0.554071	DL DCI Rxed	55	4	0	4	1	2	15	2
0.555071	DL DCI Rxed	55	5	0	2	1	0	14	2
0.555071	DL DCI Rxed	55	5	0	4	1	2	14	2
0.556071	DL DCI Rxed	55	6	0	2	1	0	13	2
0.556071	DL DCI Rxed	55	6	0	4	1	2	13	2
0.556929	HARQ FD Txed	55	6	0	4	1	2	15	2
0.556929	HARQ FD Txed	55	6	0	2	1	0	15	2
0.557929	HARQ FD Txed	55	7	0	4	1	2	14	2
0.557929	HARQ FD Txed	55	7	0	2	1	0	14	2
0.558929	HARQ FD Txed	55	8	0	4	1	2	13	2
0.558929	HARQ FD Txed	55	8	0	2	1	0	13	2
0.559071	DL DCI Rxed	55	9	0	2	1	0	15	2
0.559071	DL DCI Rxed	55	9	0	4	1	2	15	2
0.560071	DL DCI Rxed	56	0	0	2	1	0	14	2
0.560071	DL DCI Rxed	56	0	0	4	1	2	14	2
0.561071	DL DCI Rxed	56	1	0	2	1	0	13	2
0.561071	DL DCI Rxed	56	1	0	4	1	2	13	2
0.561929	HARQ FD Txed	56	1	0	4	1	2	15	2
0.561929	HARQ FD Txed	56	1	0	2	1	0	15	2
0.562929	HARQ FD Txed	56	2	0	4	1	2	14	2
0.562929	HARQ FD Txed	56	2	0	2	1	0	14	2
0.563929	HARQ FD Txed	56	3	0	4	1	2	13	2
0.563929	HARQ FD Txed	56	3	0	2	1	0	13	2
0.564071	DL DCI Rxed	56	4	0	2	1	0	15	2
0.564071	DL DCI Rxed	56	4	0	4	1	2	15	2
0.565071	DL DCI Rxed	56	5	0	2	1	0	14	2
0.565071	DL DCI Rxed	56	5	0	4	1	2	14	2
0.566071	DL DCI Rxed	56	6	0	2	1	0	13	2
0.566071	DL DCI Rxed	56	6	0	4	1	2	13	2
0.566929	HARQ FD Txed	56	6	0	4	1	2	15	2
0.566929	HARQ FD Txed	56	6	0	2	1	0	15	2
0.567929	HARQ FD Txed	56	7	0	4	1	2	14	2
0.567929	HARQ FD Txed	56	7	0	2	1	0	14	2
0.568929	HARQ FD Txed	56	8	0	4	1	2	13	2
0.568929	HARQ FD Txed	56	8	0	2	1	0	13	2
0.569071	DL DCI Rxed	56	9	0	2	1	0	15	2
0.569071	DL DCI Rxed	56	9	0	4	1	2	15	2
0.570071	DL DCI Rxed	57	0	0	2	1	0	14	2
0.570071	DL DCI Rxed	57	0	0	4	1	2	14	2
0.571071	DL DCI Rxed	57	1	0	2	1	0	13	2
0.571071	DL DCI Rxed	57	1	0	4	1	2	13	2
0.571929	HARQ FD Txed	57	1	0	4	1	2	15	2
0.571929	HARQ FD Txed	57	1	0	2	1	0	15	2
0.572929	HARQ FD Txed	57	2	0	4	1	2	14	2
0.572929	HARQ FD Txed	57	2	0	2	1	0	14	2
0.573929	HARQ FD Txed	57	3	0	4	1	2	13	2
0.573929	HARQ FD Txed	57	3	0	2	1	0	13	2
0.574071	DL DCI Rxed	57	4	0	2	1	0	15	2
0.574071	DL DCI Rxed	57	4	0	4	1	2	15	2
0.575071	DL DCI Rxed	57	5	0	2	1	0	14	2
0.575071	DL DCI Rxed	57	5	0	4	1	2	14	2
0.576071	DL DCI Rxed	57	6	0	2	1	0	13	2
0.576071	DL DCI Rxed	57	6	0	4	1	2	13	2
0.576929	HARQ FD Txed	57	6	0	4	1	2	15	2
0.576929	HARQ FD Txed	57	6	0	2	1	0	15	2
0.577929	HARQ FD Txed	57	7	0	4	1	2	14	2
0.577929	HARQ FD Txed	57	7	0	2	1	0	14	2
0.578929	HARQ FD Txed	57	8	0	4	1	2	13	2
0.578929	HARQ FD Txed	57	8	0	2	1	0	13	2
0.579071	DL DCI Rxed	57	9	0	2	1	0	15	2
0.579071	DL DCI Rxed	57	9	0	4	1	2	15	2
0.580071	DL DCI Rxed	58	0	0	2	1	0	14	2
0.580071	DL DCI Rxed	58	0	0	4	1	2	14	2
0.581071	DL DCI Rxed	58	1	0	2	1	0	13	2
0.581071	DL DCI Rxed	58	1	0	4	1	2	13	2
0.581929	HARQ FD Txed	58	1	0	4	1	2	15	2
0.581929	HARQ FD Txed	58	1	0	2	1	0	15	2
0.582929	HARQ FD Txed	58	2	0	4	1	2	14	2
0.582929	HARQ FD Txed	58	2	0	2	1	0	14	2
0.583929	HARQ FD Txed	58	3	0	4	1	2	13	2
0.583929	HARQ FD Txed	58	3	0	2	1	0	13	2
0.584071	DL DCI Rxed	58	4	0	2	1	0	15	2
0.584071	DL DCI Rxed	58	4	0	4	1	2	15	2
0.585071	DL DCI Rxed	58	5	0	2	1	0	14	2
0.585071	DL DCI Rxed	58	5	0	4	1	2	14	2
0.586071	DL DCI Rxed	58	6	0	2	1	0	13	2
0.586071	DL DCI Rxed	58	6	0	4	1	2	13	2
0.586929	HARQ FD Txed	58	6	0	4	1	2	15	2
0.586929	HARQ FD Txed	58	6	0	2	1	0	15	2
0.587929	HARQ FD Txed	58	7	0	4	1	2	14	2
0.587929	HARQ FD Txed	58	7	0	2	1	0	14	2
0.588929	HARQ FD Txed	58	8	0	4	1	2	13	2
0.588929	HARQ FD Txed	58	8	0	2	1	0	13	2
0.589071	DL DCI Rxed	58	9	0	2	1	0	15	2
0.589071	DL DCI Rxed	58	9	0	4	1	2	15	2
0.590071	DL DCI Rxed	59	0	0	2	1	0	14	2
0.590071	DL DCI Rxed	59	0	0	4	1	2	14	2
